id,dotid,lat,lng,value,info,type,name,label1,label2,label3
1,1,31.544066,120.365782,45,建议修建数量：45,ok,点1,4,1,1
2,2,31.540066,120.424782,42,建议修建数量：42,ok,点2,4,1,1
3,3,31.530066,120.485782,29,建议修建数量：29,ok,点3,4,1,1
4,4,31.475066,120.424782,43,建议修建数量：43,ok,点4,4,1,1
5,5,31.475066,120.484782,41,建议修建数量：41,ok,点5,4,1,1
6,6,31.544066,120.365782,47,建议修建数量：47,ok,点1,4,1,2
7,7,31.540066,120.424782,38,建议修建数量：38,ok,点2,4,1,2
8,8,31.530066,120.485782,30,建议修建数量：30,ok,点3,4,1,2
9,9,31.475066,120.424782,45,建议修建数量：45,ok,点4,4,1,2
10,10,31.475066,120.484782,39,建议修建数量：39,ok,点5,4,1,2
11,11,31.544066,120.365782,45,建议修建数量：45,ok,点1,4,1,3
12,12,31.540066,120.424782,42,建议修建数量：42,ok,点2,4,1,3
13,13,31.530066,120.485782,29,建议修建数量：29,ok,点3,4,1,3
14,14,31.475066,120.424782,41,建议修建数量：41,ok,点4,4,1,3
15,15,31.475066,120.484782,43,建议修建数量：43,ok,点5,4,1,3
16,16,31.544066,120.365782,43,建议修建数量：43,ok,点1,4,1,4
17,17,31.540066,120.424782,43,建议修建数量：43,ok,点2,4,1,4
18,18,31.530066,120.485782,29,建议修建数量：29,ok,点3,4,1,4
19,19,31.475066,120.424782,48,建议修建数量：48,ok,点4,4,1,4
20,20,31.475066,120.484782,37,建议修建数量：37,ok,点5,4,1,4
21,21,31.544066,120.365782,45,建议修建数量：45,ok,点1,4,1,5
22,22,31.540066,120.424782,39,建议修建数量：39,ok,点2,4,1,5
23,23,31.530066,120.485782,29,建议修建数量：29,ok,点3,4,1,5
24,24,31.475066,120.424782,45,建议修建数量：45,ok,点4,4,1,5
25,25,31.475066,120.484782,42,建议修建数量：42,ok,点5,4,1,5
26,26,31.544066,120.365782,48,建议修建数量：48,ok,点1,4,1,6
27,27,31.540066,120.424782,39,建议修建数量：39,ok,点2,4,1,6
28,28,31.530066,120.485782,28,建议修建数量：28,ok,点3,4,1,6
29,29,31.475066,120.424782,44,建议修建数量：44,ok,点4,4,1,6
30,30,31.475066,120.484782,41,建议修建数量：41,ok,点5,4,1,6
31,31,31.544066,120.365782,44,建议修建数量：44,ok,点1,4,1,7
32,32,31.540066,120.424782,40,建议修建数量：40,ok,点2,4,1,7
33,33,31.530066,120.485782,29,建议修建数量：29,ok,点3,4,1,7
34,34,31.475066,120.424782,42,建议修建数量：42,ok,点4,4,1,7
35,35,31.475066,120.484782,44,建议修建数量：44,ok,点5,4,1,7
36,36,31.544066,120.365782,40,建议修建数量：40,ok,点1,4,1,8
37,37,31.540066,120.424782,43,建议修建数量：43,ok,点2,4,1,8
38,38,31.530066,120.485782,30,建议修建数量：30,ok,点3,4,1,8
39,39,31.475066,120.424782,43,建议修建数量：43,ok,点4,4,1,8
40,40,31.475066,120.484782,44,建议修建数量：44,ok,点5,4,1,8
41,41,31.544066,120.365782,46,建议修建数量：46,ok,点1,4,1,9
42,42,31.540066,120.424782,40,建议修建数量：40,ok,点2,4,1,9
43,43,31.530066,120.485782,31,建议修建数量：31,ok,点3,4,1,9
44,44,31.475066,120.424782,45,建议修建数量：45,ok,点4,4,1,9
45,45,31.475066,120.484782,37,建议修建数量：37,ok,点5,4,1,9
46,46,31.544066,120.365782,46,建议修建数量：46,ok,点1,4,1,10
47,47,31.540066,120.424782,36,建议修建数量：36,ok,点2,4,1,10
48,48,31.530066,120.485782,31,建议修建数量：31,ok,点3,4,1,10
49,49,31.475066,120.424782,45,建议修建数量：45,ok,点4,4,1,10
50,50,31.475066,120.484782,41,建议修建数量：41,ok,点5,4,1,10
51,51,31.544066,120.365782,0,建议修建数量：0,ok,点1,4,1,11
52,52,31.540066,120.424782,0,建议修建数量：0,ok,点2,4,1,11
53,53,31.530066,120.485782,77,建议修建数量：77,ok,点3,4,1,11
54,54,31.475066,120.424782,97,建议修建数量：97,ok,点4,4,1,11
55,55,31.475066,120.484782,12,建议修建数量：12,ok,点5,4,1,11
56,56,31.544066,120.365782,42,建议修建数量：42,ok,点1,4,1,12
57,57,31.540066,120.424782,40,建议修建数量：40,ok,点2,4,1,12
58,58,31.530066,120.485782,32,建议修建数量：32,ok,点3,4,1,12
59,59,31.475066,120.424782,46,建议修建数量：46,ok,点4,4,1,12
60,60,31.475066,120.484782,40,建议修建数量：40,ok,点5,4,1,12
61,61,31.544066,120.365782,45,建议修建数量：45,ok,点1,4,1,13
62,62,31.540066,120.424782,39,建议修建数量：39,ok,点2,4,1,13
63,63,31.530066,120.485782,28,建议修建数量：28,ok,点3,4,1,13
64,64,31.475066,120.424782,44,建议修建数量：44,ok,点4,4,1,13
65,65,31.475066,120.484782,44,建议修建数量：44,ok,点5,4,1,13
66,66,31.544066,120.365782,23,建议修建数量：23,ok,点1,4,2,1
67,67,31.540066,120.424782,21,建议修建数量：21,ok,点2,4,2,1
68,68,31.530066,120.485782,14,建议修建数量：14,ok,点3,4,2,1
69,69,31.475066,120.424782,21,建议修建数量：21,ok,点4,4,2,1
70,70,31.475066,120.484782,21,建议修建数量：21,ok,点5,4,2,1
71,71,31.544066,120.365782,24,建议修建数量：24,ok,点1,4,2,2
72,72,31.540066,120.424782,19,建议修建数量：19,ok,点2,4,2,2
73,73,31.530066,120.485782,15,建议修建数量：15,ok,点3,4,2,2
74,74,31.475066,120.424782,23,建议修建数量：23,ok,点4,4,2,2
75,75,31.475066,120.484782,20,建议修建数量：20,ok,点5,4,2,2
76,76,31.544066,120.365782,22,建议修建数量：22,ok,点1,4,2,3
77,77,31.540066,120.424782,21,建议修建数量：21,ok,点2,4,2,3
78,78,31.530066,120.485782,14,建议修建数量：14,ok,点3,4,2,3
79,79,31.475066,120.424782,21,建议修建数量：21,ok,点4,4,2,3
80,80,31.475066,120.484782,21,建议修建数量：21,ok,点5,4,2,3
81,81,31.544066,120.365782,21,建议修建数量：21,ok,点1,4,2,4
82,82,31.540066,120.424782,21,建议修建数量：21,ok,点2,4,2,4
83,83,31.530066,120.485782,14,建议修建数量：14,ok,点3,4,2,4
84,84,31.475066,120.424782,24,建议修建数量：24,ok,点4,4,2,4
85,85,31.475066,120.484782,18,建议修建数量：18,ok,点5,4,2,4
86,86,31.544066,120.365782,23,建议修建数量：23,ok,点1,4,2,5
87,87,31.540066,120.424782,20,建议修建数量：20,ok,点2,4,2,5
88,88,31.530066,120.485782,14,建议修建数量：14,ok,点3,4,2,5
89,89,31.475066,120.424782,23,建议修建数量：23,ok,点4,4,2,5
90,90,31.475066,120.484782,21,建议修建数量：21,ok,点5,4,2,5
91,91,31.544066,120.365782,24,建议修建数量：24,ok,点1,4,2,6
92,92,31.540066,120.424782,19,建议修建数量：19,ok,点2,4,2,6
93,93,31.530066,120.485782,14,建议修建数量：14,ok,点3,4,2,6
94,94,31.475066,120.424782,22,建议修建数量：22,ok,点4,4,2,6
95,95,31.475066,120.484782,20,建议修建数量：20,ok,点5,4,2,6
96,96,31.544066,120.365782,22,建议修建数量：22,ok,点1,4,2,7
97,97,31.540066,120.424782,20,建议修建数量：20,ok,点2,4,2,7
98,98,31.530066,120.485782,15,建议修建数量：15,ok,点3,4,2,7
99,99,31.475066,120.424782,21,建议修建数量：21,ok,点4,4,2,7
100,100,31.475066,120.484782,22,建议修建数量：22,ok,点5,4,2,7
101,101,31.544066,120.365782,20,建议修建数量：20,ok,点1,4,2,8
102,102,31.540066,120.424782,21,建议修建数量：21,ok,点2,4,2,8
103,103,31.530066,120.485782,15,建议修建数量：15,ok,点3,4,2,8
104,104,31.475066,120.424782,22,建议修建数量：22,ok,点4,4,2,8
105,105,31.475066,120.484782,22,建议修建数量：22,ok,点5,4,2,8
106,106,31.544066,120.365782,23,建议修建数量：23,ok,点1,4,2,9
107,107,31.540066,120.424782,20,建议修建数量：20,ok,点2,4,2,9
108,108,31.530066,120.485782,16,建议修建数量：16,ok,点3,4,2,9
109,109,31.475066,120.424782,22,建议修建数量：22,ok,点4,4,2,9
110,110,31.475066,120.484782,18,建议修建数量：18,ok,点5,4,2,9
111,111,31.544066,120.365782,23,建议修建数量：23,ok,点1,4,2,10
112,112,31.540066,120.424782,18,建议修建数量：18,ok,点2,4,2,10
113,113,31.530066,120.485782,16,建议修建数量：16,ok,点3,4,2,10
114,114,31.475066,120.424782,22,建议修建数量：22,ok,点4,4,2,10
115,115,31.475066,120.484782,21,建议修建数量：21,ok,点5,4,2,10
116,116,31.544066,120.365782,0,建议修建数量：0,ok,点1,4,2,11
117,117,31.540066,120.424782,0,建议修建数量：0,ok,点2,4,2,11
118,118,31.530066,120.485782,39,建议修建数量：39,ok,点3,4,2,11
119,119,31.475066,120.424782,49,建议修建数量：49,ok,点4,4,2,11
120,120,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,2,11
121,121,31.544066,120.365782,21,建议修建数量：21,ok,点1,4,2,12
122,122,31.540066,120.424782,20,建议修建数量：20,ok,点2,4,2,12
123,123,31.530066,120.485782,16,建议修建数量：16,ok,点3,4,2,12
124,124,31.475066,120.424782,23,建议修建数量：23,ok,点4,4,2,12
125,125,31.475066,120.484782,20,建议修建数量：20,ok,点5,4,2,12
126,126,31.544066,120.365782,22,建议修建数量：22,ok,点1,4,2,13
127,127,31.540066,120.424782,20,建议修建数量：20,ok,点2,4,2,13
128,128,31.530066,120.485782,14,建议修建数量：14,ok,点3,4,2,13
129,129,31.475066,120.424782,22,建议修建数量：22,ok,点4,4,2,13
130,130,31.475066,120.484782,22,建议修建数量：22,ok,点5,4,2,13
131,131,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,1
132,132,31.540066,120.424782,11,建议修建数量：11,ok,点2,4,3,1
133,133,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,1
134,134,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,1
135,135,31.475066,120.484782,10,建议修建数量：10,ok,点5,4,3,1
136,136,31.544066,120.365782,12,建议修建数量：12,ok,点1,4,3,2
137,137,31.540066,120.424782,9,建议修建数量：9,ok,点2,4,3,2
138,138,31.530066,120.485782,8,建议修建数量：8,ok,点3,4,3,2
139,139,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,2
140,140,31.475066,120.484782,10,建议修建数量：10,ok,点5,4,3,2
141,141,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,3
142,142,31.540066,120.424782,11,建议修建数量：11,ok,点2,4,3,3
143,143,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,3
144,144,31.475066,120.424782,10,建议修建数量：10,ok,点4,4,3,3
145,145,31.475066,120.484782,11,建议修建数量：11,ok,点5,4,3,3
146,146,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,4
147,147,31.540066,120.424782,11,建议修建数量：11,ok,点2,4,3,4
148,148,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,4
149,149,31.475066,120.424782,12,建议修建数量：12,ok,点4,4,3,4
150,150,31.475066,120.484782,9,建议修建数量：9,ok,点5,4,3,4
151,151,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,5
152,152,31.540066,120.424782,10,建议修建数量：10,ok,点2,4,3,5
153,153,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,5
154,154,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,5
155,155,31.475066,120.484782,10,建议修建数量：10,ok,点5,4,3,5
156,156,31.544066,120.365782,12,建议修建数量：12,ok,点1,4,3,6
157,157,31.540066,120.424782,10,建议修建数量：10,ok,点2,4,3,6
158,158,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,6
159,159,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,6
160,160,31.475066,120.484782,10,建议修建数量：10,ok,点5,4,3,6
161,161,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,7
162,162,31.540066,120.424782,10,建议修建数量：10,ok,点2,4,3,7
163,163,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,7
164,164,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,7
165,165,31.475066,120.484782,11,建议修建数量：11,ok,点5,4,3,7
166,166,31.544066,120.365782,10,建议修建数量：10,ok,点1,4,3,8
167,167,31.540066,120.424782,11,建议修建数量：11,ok,点2,4,3,8
168,168,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,8
169,169,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,8
170,170,31.475066,120.484782,11,建议修建数量：11,ok,点5,4,3,8
171,171,31.544066,120.365782,12,建议修建数量：12,ok,点1,4,3,9
172,172,31.540066,120.424782,10,建议修建数量：10,ok,点2,4,3,9
173,173,31.530066,120.485782,8,建议修建数量：8,ok,点3,4,3,9
174,174,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,9
175,175,31.475066,120.484782,9,建议修建数量：9,ok,点5,4,3,9
176,176,31.544066,120.365782,12,建议修建数量：12,ok,点1,4,3,10
177,177,31.540066,120.424782,9,建议修建数量：9,ok,点2,4,3,10
178,178,31.530066,120.485782,8,建议修建数量：8,ok,点3,4,3,10
179,179,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,10
180,180,31.475066,120.484782,10,建议修建数量：10,ok,点5,4,3,10
181,181,31.544066,120.365782,0,建议修建数量：0,ok,点1,4,3,11
182,182,31.540066,120.424782,0,建议修建数量：0,ok,点2,4,3,11
183,183,31.530066,120.485782,19,建议修建数量：19,ok,点3,4,3,11
184,184,31.475066,120.424782,24,建议修建数量：24,ok,点4,4,3,11
185,185,31.475066,120.484782,3,建议修建数量：3,ok,点5,4,3,11
186,186,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,12
187,187,31.540066,120.424782,10,建议修建数量：10,ok,点2,4,3,12
188,188,31.530066,120.485782,8,建议修建数量：8,ok,点3,4,3,12
189,189,31.475066,120.424782,12,建议修建数量：12,ok,点4,4,3,12
190,190,31.475066,120.484782,10,建议修建数量：10,ok,点5,4,3,12
191,191,31.544066,120.365782,11,建议修建数量：11,ok,点1,4,3,13
192,192,31.540066,120.424782,10,建议修建数量：10,ok,点2,4,3,13
193,193,31.530066,120.485782,7,建议修建数量：7,ok,点3,4,3,13
194,194,31.475066,120.424782,11,建议修建数量：11,ok,点4,4,3,13
195,195,31.475066,120.484782,11,建议修建数量：11,ok,点5,4,3,13
196,196,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,1
197,197,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,1
198,198,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,1
199,199,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,1
200,200,31.475066,120.484782,8,建议修建数量：8,ok,点5,4,4,1
201,201,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,2
202,202,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,2
203,203,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,2
204,204,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,2
205,205,31.475066,120.484782,8,建议修建数量：8,ok,点5,4,4,2
206,206,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,3
207,207,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,3
208,208,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,3
209,209,31.475066,120.424782,8,建议修建数量：8,ok,点4,4,4,3
210,210,31.475066,120.484782,9,建议修建数量：9,ok,点5,4,4,3
211,211,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,4
212,212,31.540066,120.424782,9,建议修建数量：9,ok,点2,4,4,4
213,213,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,4
214,214,31.475066,120.424782,10,建议修建数量：10,ok,点4,4,4,4
215,215,31.475066,120.484782,7,建议修建数量：7,ok,点5,4,4,4
216,216,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,5
217,217,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,5
218,218,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,5
219,219,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,5
220,220,31.475066,120.484782,8,建议修建数量：8,ok,点5,4,4,5
221,221,31.544066,120.365782,10,建议修建数量：10,ok,点1,4,4,6
222,222,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,6
223,223,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,6
224,224,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,6
225,225,31.475066,120.484782,8,建议修建数量：8,ok,点5,4,4,6
226,226,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,7
227,227,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,7
228,228,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,7
229,229,31.475066,120.424782,8,建议修建数量：8,ok,点4,4,4,7
230,230,31.475066,120.484782,9,建议修建数量：9,ok,点5,4,4,7
231,231,31.544066,120.365782,8,建议修建数量：8,ok,点1,4,4,8
232,232,31.540066,120.424782,9,建议修建数量：9,ok,点2,4,4,8
233,233,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,8
234,234,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,8
235,235,31.475066,120.484782,9,建议修建数量：9,ok,点5,4,4,8
236,236,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,9
237,237,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,9
238,238,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,9
239,239,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,9
240,240,31.475066,120.484782,7,建议修建数量：7,ok,点5,4,4,9
241,241,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,10
242,242,31.540066,120.424782,7,建议修建数量：7,ok,点2,4,4,10
243,243,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,10
244,244,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,10
245,245,31.475066,120.484782,8,建议修建数量：8,ok,点5,4,4,10
246,246,31.544066,120.365782,0,建议修建数量：0,ok,点1,4,4,11
247,247,31.540066,120.424782,0,建议修建数量：0,ok,点2,4,4,11
248,248,31.530066,120.485782,15,建议修建数量：15,ok,点3,4,4,11
249,249,31.475066,120.424782,19,建议修建数量：19,ok,点4,4,4,11
250,250,31.475066,120.484782,2,建议修建数量：2,ok,点5,4,4,11
251,251,31.544066,120.365782,8,建议修建数量：8,ok,点1,4,4,12
252,252,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,12
253,253,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,12
254,254,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,12
255,255,31.475066,120.484782,8,建议修建数量：8,ok,点5,4,4,12
256,256,31.544066,120.365782,9,建议修建数量：9,ok,点1,4,4,13
257,257,31.540066,120.424782,8,建议修建数量：8,ok,点2,4,4,13
258,258,31.530066,120.485782,6,建议修建数量：6,ok,点3,4,4,13
259,259,31.475066,120.424782,9,建议修建数量：9,ok,点4,4,4,13
260,260,31.475066,120.484782,9,建议修建数量：9,ok,点5,4,4,13
261,261,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,1
262,262,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,1
263,263,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,1
264,264,31.475066,120.424782,6,建议修建数量：6,ok,点4,4,5,1
265,265,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,1
266,266,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,2
267,267,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,2
268,268,31.530066,120.485782,5,建议修建数量：5,ok,点3,4,5,2
269,269,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,2
270,270,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,2
271,271,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,3
272,272,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,3
273,273,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,3
274,274,31.475066,120.424782,6,建议修建数量：6,ok,点4,4,5,3
275,275,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,3
276,276,31.544066,120.365782,6,建议修建数量：6,ok,点1,4,5,4
277,277,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,4
278,278,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,4
279,279,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,4
280,280,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,4
281,281,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,5
282,282,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,5
283,283,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,5
284,284,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,5
285,285,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,5
286,286,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,6
287,287,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,6
288,288,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,6
289,289,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,6
290,290,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,6
291,291,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,7
292,292,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,7
293,293,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,7
294,294,31.475066,120.424782,6,建议修建数量：6,ok,点4,4,5,7
295,295,31.475066,120.484782,7,建议修建数量：7,ok,点5,4,5,7
296,296,31.544066,120.365782,6,建议修建数量：6,ok,点1,4,5,8
297,297,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,8
298,298,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,8
299,299,31.475066,120.424782,6,建议修建数量：6,ok,点4,4,5,8
300,300,31.475066,120.484782,7,建议修建数量：7,ok,点5,4,5,8
301,301,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,9
302,302,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,9
303,303,31.530066,120.485782,5,建议修建数量：5,ok,点3,4,5,9
304,304,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,9
305,305,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,9
306,306,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,10
307,307,31.540066,120.424782,5,建议修建数量：5,ok,点2,4,5,10
308,308,31.530066,120.485782,5,建议修建数量：5,ok,点3,4,5,10
309,309,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,10
310,310,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,10
311,311,31.544066,120.365782,0,建议修建数量：0,ok,点1,4,5,11
312,312,31.540066,120.424782,0,建议修建数量：0,ok,点2,4,5,11
313,313,31.530066,120.485782,12,建议修建数量：12,ok,点3,4,5,11
314,314,31.475066,120.424782,15,建议修建数量：15,ok,点4,4,5,11
315,315,31.475066,120.484782,2,建议修建数量：2,ok,点5,4,5,11
316,316,31.544066,120.365782,6,建议修建数量：6,ok,点1,4,5,12
317,317,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,12
318,318,31.530066,120.485782,5,建议修建数量：5,ok,点3,4,5,12
319,319,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,12
320,320,31.475066,120.484782,6,建议修建数量：6,ok,点5,4,5,12
321,321,31.544066,120.365782,7,建议修建数量：7,ok,点1,4,5,13
322,322,31.540066,120.424782,6,建议修建数量：6,ok,点2,4,5,13
323,323,31.530066,120.485782,4,建议修建数量：4,ok,点3,4,5,13
324,324,31.475066,120.424782,7,建议修建数量：7,ok,点4,4,5,13
325,325,31.475066,120.484782,7,建议修建数量：7,ok,点5,4,5,13
